transaction_id,player_id,transaction_date,currency_type,bundle_tier,amount_usd,quantity_received,spend_segment,market,platform,experiment_group,install_date
1556,43769,2024-07-04,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-05-27
1557,47915,2024-07-04,coin,large,349.99,150000,Whale,Other,Android,,2024-04-06
1558,48676,2024-07-04,coin,medium,79.99,30000,Dolphin,US,Android,,2024-06-16
1559,205,2024-07-05,coin,medium,79.99,30000,Whale,Australia,iOS,,2024-04-11
1560,442,2024-07-05,coin,medium,79.99,30000,Whale,US,Android,,2024-06-20
1561,896,2024-07-05,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-06-10
1562,2646,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-04-25
1563,5746,2024-07-05,coin,large,349.99,150000,Whale,US,Android,,2024-06-10
1564,9102,2024-07-05,coin,medium,79.99,30000,Dolphin,UK,iOS,,2024-04-21
1565,10136,2024-07-05,coin,small,29.99,10000,Minnow,US,iOS,,2024-06-10
1566,14418,2024-07-05,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-05
1567,14610,2024-07-05,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-18
1568,14839,2024-07-05,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-25
1569,17056,2024-07-05,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-10
1570,17223,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-06-15
1571,19152,2024-07-05,royal_token,standard,39.99,500,Minnow,Other,iOS,Treatment,2024-07-03
1572,19439,2024-07-05,coin,small,29.99,10000,Minnow,US,iOS,,2024-06-07
1573,20632,2024-07-05,coin,small,29.99,10000,Whale,Other,iOS,,2024-06-25
1574,21965,2024-07-05,coin,large,349.99,150000,Whale,UK,Android,,2024-05-10
1575,22116,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-05-08
1576,22273,2024-07-05,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-05-23
1577,23299,2024-07-05,coin,large,349.99,150000,Whale,Australia,iOS,Treatment,2024-07-02
1578,23299,2024-07-05,royal_token,value,99.99,2000,Whale,Australia,iOS,Treatment,2024-07-02
1579,23384,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-04-12
1580,24837,2024-07-05,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-03
1581,25375,2024-07-05,coin,small,29.99,10000,Minnow,US,iOS,,2024-06-27
1582,28100,2024-07-05,coin,large,349.99,150000,Whale,UK,Android,,2024-05-29
1583,28375,2024-07-05,coin,large,349.99,150000,Whale,US,Android,,2024-05-28
1584,31631,2024-07-05,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-05
1585,34066,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-04-29
1586,34859,2024-07-05,coin,large,349.99,150000,Whale,Canada,Android,,2024-06-01
1587,35322,2024-07-05,coin,medium,79.99,30000,Dolphin,US,Android,Control,2024-07-02
1588,35501,2024-07-05,coin,large,349.99,150000,Whale,US,Android,,2024-05-12
1589,35555,2024-07-05,coin,small,29.99,10000,Minnow,Canada,iOS,,2024-06-01
1590,38332,2024-07-05,coin,medium,79.99,30000,Dolphin,US,Android,,2024-06-16
1591,38931,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-06-18
1592,44082,2024-07-05,coin,large,349.99,150000,Whale,US,iOS,,2024-05-10
1593,47406,2024-07-05,coin,large,349.99,150000,Whale,Australia,iOS,,2024-04-05
1594,789,2024-07-06,coin,large,349.99,150000,Whale,Australia,iOS,,2024-04-09
1595,4311,2024-07-06,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-06-16
1596,6745,2024-07-06,coin,large,349.99,150000,Whale,US,Android,,2024-05-29
1597,7154,2024-07-06,coin,large,349.99,150000,Whale,US,Android,,2024-06-25
1598,8060,2024-07-06,coin,micro,2.99,1000,Minnow,US,iOS,,2024-06-25
1599,10012,2024-07-06,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-09
1600,11186,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-04-18
1601,15356,2024-07-06,coin,small,29.99,10000,Whale,US,iOS,,2024-05-05
1602,15655,2024-07-06,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-06-19
1603,16441,2024-07-06,coin,medium,79.99,30000,Whale,Germany,Android,Treatment,2024-07-04
1604,19326,2024-07-06,coin,small,29.99,10000,Minnow,Germany,iOS,,2024-06-16
1605,20353,2024-07-06,coin,large,349.99,150000,Whale,Australia,iOS,,2024-04-16
1606,23018,2024-07-06,coin,medium,79.99,30000,Whale,US,Android,,2024-06-22
1607,23088,2024-07-06,coin,micro,2.99,1000,Minnow,UK,Android,Treatment,2024-07-01
1608,26932,2024-07-06,coin,large,349.99,150000,Whale,US,Android,,2024-05-14
1609,27008,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-05-20
1610,27063,2024-07-06,coin,small,29.99,10000,Whale,Other,iOS,,2024-05-05
1611,27778,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-04-01
1612,28214,2024-07-06,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-24
1613,30084,2024-07-06,coin,small,29.99,10000,Minnow,Australia,iOS,,2024-06-28
1614,30491,2024-07-06,coin,small,29.99,10000,Dolphin,US,iOS,,2024-04-12
1615,31767,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-04-18
1616,31929,2024-07-06,coin,large,349.99,150000,Whale,Other,Android,,2024-04-25
1617,32072,2024-07-06,coin,large,349.99,150000,Whale,Other,Android,,2024-05-21
1618,32906,2024-07-06,coin,large,349.99,150000,Dolphin,Other,iOS,,2024-06-16
1619,34983,2024-07-06,coin,large,349.99,150000,Whale,US,Android,,2024-05-31
1620,35680,2024-07-06,coin,medium,79.99,30000,Dolphin,US,Android,,2024-04-12
1621,36328,2024-07-06,coin,large,349.99,150000,Whale,UK,Android,,2024-06-29
1622,40566,2024-07-06,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-25
1623,40808,2024-07-06,coin,large,349.99,150000,Whale,Germany,iOS,,2024-04-14
1624,40942,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-05-11
1625,41665,2024-07-06,coin,large,349.99,150000,Dolphin,Canada,iOS,,2024-04-21
1626,42412,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-04-02
1627,42861,2024-07-06,coin,small,29.99,10000,Dolphin,UK,Android,,2024-05-12
1628,43708,2024-07-06,coin,micro,2.99,1000,Minnow,UK,Android,,2024-05-18
1629,45309,2024-07-06,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-05-28
1630,46351,2024-07-06,coin,large,349.99,150000,Whale,US,iOS,,2024-06-07
1631,48571,2024-07-06,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-12
1632,49426,2024-07-06,coin,large,349.99,150000,Whale,UK,iOS,,2024-04-11
1633,49879,2024-07-06,coin,large,349.99,150000,Whale,Other,Android,,2024-05-22
1634,2928,2024-07-07,coin,large,349.99,150000,Whale,US,iOS,,2024-06-11
1635,3510,2024-07-07,coin,large,349.99,150000,Minnow,US,Android,,2024-05-22
1636,4503,2024-07-07,coin,small,29.99,10000,Dolphin,Other,iOS,,2024-04-11
1637,7674,2024-07-07,coin,small,29.99,10000,Minnow,UK,Android,Control,2024-07-05
1638,8476,2024-07-07,coin,micro,2.99,1000,Minnow,Canada,Android,,2024-05-31
1639,8510,2024-07-07,coin,small,29.99,10000,Whale,US,Android,,2024-04-08
1640,9406,2024-07-07,coin,large,349.99,150000,Whale,Australia,iOS,,2024-05-28
1641,9668,2024-07-07,coin,medium,79.99,30000,Whale,Canada,Android,,2024-06-02
1642,12266,2024-07-07,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-13
1643,15825,2024-07-07,coin,small,29.99,10000,Dolphin,Other,iOS,,2024-04-29
1644,16086,2024-07-07,coin,large,349.99,150000,Whale,US,iOS,,2024-05-01
1645,17997,2024-07-07,coin,large,349.99,150000,Whale,US,Android,,2024-05-23
1646,19948,2024-07-07,coin,large,349.99,150000,Whale,US,Android,,2024-06-24
1647,23955,2024-07-07,coin,medium,79.99,30000,Dolphin,UK,Android,,2024-04-07
1648,28806,2024-07-07,coin,large,349.99,150000,Whale,US,Android,,2024-05-10
1649,31499,2024-07-07,coin,small,29.99,10000,Dolphin,Canada,iOS,Control,2024-07-07
1650,32522,2024-07-07,coin,medium,79.99,30000,Whale,Other,Android,,2024-06-13
1651,32875,2024-07-07,coin,small,29.99,10000,Dolphin,Other,Android,,2024-04-10
1652,33438,2024-07-07,coin,medium,79.99,30000,Dolphin,UK,iOS,,2024-06-26
1653,34580,2024-07-07,coin,large,349.99,150000,Whale,US,Android,,2024-04-29
1654,35375,2024-07-07,coin,large,349.99,150000,Whale,UK,Android,,2024-05-14
1655,36254,2024-07-07,coin,medium,79.99,30000,Dolphin,US,Android,,2024-06-01
1656,36595,2024-07-07,coin,small,29.99,10000,Dolphin,UK,Android,,2024-04-02
1657,39393,2024-07-07,royal_token,value,99.99,2000,Dolphin,US,Android,Treatment,2024-07-04
1658,39558,2024-07-07,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-11
1659,39624,2024-07-07,coin,small,29.99,10000,Whale,Canada,Android,Control,2024-07-05
1660,39762,2024-07-07,coin,large,349.99,150000,Whale,US,iOS,,2024-06-26
1661,40091,2024-07-07,coin,small,29.99,10000,Minnow,US,Android,,2024-06-30
1662,40480,2024-07-07,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-13
1663,45517,2024-07-07,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-04
1664,47660,2024-07-07,coin,large,349.99,150000,Whale,Australia,Android,,2024-05-06
1665,48567,2024-07-07,coin,small,29.99,10000,Whale,Other,iOS,,2024-04-04
1666,1234,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,,2024-06-05
1667,5256,2024-07-08,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-25
1668,5623,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-05
1669,6179,2024-07-08,royal_token,value,99.99,2000,Dolphin,US,Android,Treatment,2024-07-08
1670,6284,2024-07-08,coin,large,349.99,150000,Whale,US,Android,,2024-05-02
1671,6694,2024-07-08,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-28
1672,6780,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
1673,6877,2024-07-08,coin,small,29.99,10000,Minnow,US,Android,,2024-05-17
1674,9624,2024-07-08,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-16
1675,10090,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,,2024-06-23
1676,10130,2024-07-08,coin,small,29.99,10000,Whale,US,Android,,2024-05-30
1677,16349,2024-07-08,coin,medium,79.99,30000,Whale,Other,iOS,,2024-04-15
1678,17223,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,,2024-06-15
1679,21586,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,,2024-04-10
1680,22184,2024-07-08,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-22
1681,22638,2024-07-08,coin,large,349.99,150000,Minnow,US,iOS,,2024-06-25
1682,26880,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-06
1683,26880,2024-07-08,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-07-06
1684,27694,2024-07-08,coin,small,29.99,10000,Minnow,Canada,iOS,,2024-04-16
1685,29825,2024-07-08,coin,small,29.99,10000,Minnow,Canada,iOS,,2024-04-15
1686,32287,2024-07-08,coin,medium,79.99,30000,Whale,US,Android,,2024-05-16
1687,33946,2024-07-08,coin,medium,79.99,30000,Whale,UK,Android,,2024-05-01
1688,34825,2024-07-08,coin,large,349.99,150000,Whale,Australia,Android,,2024-04-10
1689,35393,2024-07-08,coin,small,29.99,10000,Dolphin,US,iOS,,2024-06-06
1690,35661,2024-07-08,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-04-22
1691,35994,2024-07-08,coin,medium,79.99,30000,Whale,US,Android,,2024-06-27
1692,39433,2024-07-08,coin,small,29.99,10000,Whale,Australia,iOS,,2024-05-19
1693,41224,2024-07-08,coin,large,349.99,150000,Dolphin,US,iOS,,2024-04-12
1694,42770,2024-07-08,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-25
1695,46508,2024-07-08,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-04
1696,47406,2024-07-08,coin,large,349.99,150000,Whale,Australia,iOS,,2024-04-05
1697,48321,2024-07-08,coin,medium,79.99,30000,Dolphin,US,iOS,Treatment,2024-07-07
1698,49099,2024-07-08,coin,large,349.99,150000,Whale,US,iOS,,2024-05-19
1699,1149,2024-07-09,coin,large,349.99,150000,Dolphin,UK,iOS,,2024-06-18
1700,1414,2024-07-09,coin,large,349.99,150000,Whale,US,iOS,,2024-06-16
1701,1484,2024-07-09,coin,medium,79.99,30000,Whale,US,Android,,2024-05-27
1702,2928,2024-07-09,coin,large,349.99,150000,Whale,US,iOS,,2024-06-11
1703,5256,2024-07-09,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-25
1704,6226,2024-07-09,coin,large,349.99,150000,Whale,Other,Android,,2024-06-09
1705,6640,2024-07-09,coin,micro,2.99,1000,Minnow,Other,iOS,Control,2024-07-08
1706,7007,2024-07-09,coin,medium,79.99,30000,Dolphin,UK,iOS,Control,2024-07-05
1707,8436,2024-07-09,coin,medium,79.99,30000,Minnow,US,Android,,2024-06-17
1708,9476,2024-07-09,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-29
1709,10258,2024-07-09,coin,large,349.99,150000,Whale,US,iOS,,2024-06-28
1710,13095,2024-07-09,coin,large,349.99,150000,Whale,US,Android,,2024-05-30
1711,14294,2024-07-09,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-07
1712,14383,2024-07-09,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-01
1713,14604,2024-07-09,coin,small,29.99,10000,Dolphin,Canada,iOS,,2024-06-12
1714,15005,2024-07-09,coin,medium,79.99,30000,Whale,US,iOS,,2024-06-18
1715,20405,2024-07-09,coin,small,29.99,10000,Dolphin,US,iOS,,2024-04-24
1716,23804,2024-07-09,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-04-10
1717,26019,2024-07-09,coin,medium,79.99,30000,Whale,Canada,iOS,,2024-04-05
1718,26635,2024-07-09,coin,medium,79.99,30000,Minnow,Other,iOS,Treatment,2024-07-06
1719,26947,2024-07-09,coin,micro,2.99,1000,Minnow,Germany,iOS,,2024-06-20
1720,28517,2024-07-09,coin,large,349.99,150000,Whale,Other,Android,,2024-05-17
1721,28639,2024-07-09,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-13
1722,28863,2024-07-09,coin,micro,2.99,1000,Minnow,UK,iOS,,2024-05-10
1723,29045,2024-07-09,coin,large,349.99,150000,Whale,Other,Android,,2024-05-16
1724,31887,2024-07-09,coin,micro,2.99,1000,Dolphin,US,Android,,2024-06-09
1725,32650,2024-07-09,coin,micro,2.99,1000,Minnow,US,iOS,,2024-05-13
1726,35514,2024-07-09,coin,large,349.99,150000,Whale,Other,Android,,2024-04-26
1727,36324,2024-07-09,coin,small,29.99,10000,Minnow,US,iOS,,2024-04-14
1728,39746,2024-07-09,coin,large,349.99,150000,Whale,US,iOS,,2024-06-26
1729,40162,2024-07-09,coin,small,29.99,10000,Minnow,US,iOS,,2024-05-01
1730,40195,2024-07-09,coin,medium,79.99,30000,Whale,UK,iOS,,2024-06-24
1731,40768,2024-07-09,coin,small,29.99,10000,Dolphin,Australia,Android,,2024-04-10
1732,41001,2024-07-09,coin,small,29.99,10000,Dolphin,Australia,iOS,,2024-04-16
1733,42704,2024-07-09,coin,large,349.99,150000,Whale,UK,iOS,,2024-04-06
1734,43318,2024-07-09,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
1735,44047,2024-07-09,coin,medium,79.99,30000,Whale,US,iOS,,2024-06-25
1736,46161,2024-07-09,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-06-10
1737,351,2024-07-10,coin,small,29.99,10000,Minnow,Other,iOS,Treatment,2024-07-05
1738,3185,2024-07-10,coin,medium,79.99,30000,Dolphin,UK,iOS,,2024-05-01
1739,8063,2024-07-10,coin,medium,79.99,30000,Dolphin,US,Android,,2024-04-09
1740,10012,2024-07-10,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-09
1741,13206,2024-07-10,coin,medium,79.99,30000,Whale,UK,Android,Treatment,2024-07-08
1742,15888,2024-07-10,coin,small,29.99,10000,Dolphin,Other,Android,,2024-04-22
1743,17341,2024-07-10,coin,small,29.99,10000,Dolphin,UK,iOS,Treatment,2024-07-07
1744,17642,2024-07-10,coin,medium,79.99,30000,Whale,UK,Android,,2024-05-22
1745,18676,2024-07-10,coin,medium,79.99,30000,Whale,US,iOS,Control,2024-07-02
1746,20956,2024-07-10,coin,large,349.99,150000,Whale,US,iOS,,2024-06-27
1747,23499,2024-07-10,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-05-06
1748,23779,2024-07-10,coin,medium,79.99,30000,Dolphin,Other,iOS,,2024-04-06
1749,24751,2024-07-10,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-29
1750,26437,2024-07-10,coin,large,349.99,150000,Whale,Australia,Android,,2024-05-22
1751,26880,2024-07-10,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-06
1752,26880,2024-07-10,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-07-06
1753,28375,2024-07-10,coin,small,29.99,10000,Whale,US,Android,,2024-05-28
1754,28662,2024-07-10,coin,medium,79.99,30000,Whale,UK,iOS,,2024-06-05
1755,28806,2024-07-10,coin,large,349.99,150000,Whale,US,Android,,2024-05-10
1756,32544,2024-07-10,coin,large,349.99,150000,Dolphin,US,Android,,2024-05-20
1757,34039,2024-07-10,coin,large,349.99,150000,Whale,US,iOS,,2024-04-30
1758,34645,2024-07-10,coin,medium,79.99,30000,Whale,UK,iOS,,2024-06-11
1759,35402,2024-07-10,coin,large,349.99,150000,Whale,US,iOS,,2024-04-07
1760,45963,2024-07-10,coin,medium,79.99,30000,Dolphin,UK,iOS,,2024-05-23
1761,46714,2024-07-10,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-30
1762,49542,2024-07-10,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-08
1763,1369,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,,2024-04-29
1764,3627,2024-07-11,coin,large,349.99,150000,Whale,Other,Android,,2024-05-27
1765,4429,2024-07-11,coin,medium,79.99,30000,Dolphin,Other,iOS,,2024-04-21
1766,4847,2024-07-11,coin,large,349.99,150000,Whale,Germany,Android,,2024-06-30
1767,6272,2024-07-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-13
1768,6694,2024-07-11,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-28
1769,7645,2024-07-11,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-16
1770,8489,2024-07-11,coin,medium,79.99,30000,Dolphin,US,Android,,2024-04-01
1771,8567,2024-07-11,coin,small,29.99,10000,Minnow,Other,Android,,2024-06-19
1772,10076,2024-07-11,coin,small,29.99,10000,Minnow,Other,iOS,,2024-06-03
1773,13662,2024-07-11,coin,small,29.99,10000,Whale,US,iOS,,2024-04-27
1774,14294,2024-07-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-07
1775,16261,2024-07-11,coin,large,349.99,150000,Whale,Australia,Android,,2024-05-22
1776,16277,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,,2024-06-13
1777,18106,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-06-23
1778,18180,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-06-03
1779,18353,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-04-21
1780,18503,2024-07-11,coin,micro,2.99,1000,Minnow,US,Android,Control,2024-07-08
1781,18516,2024-07-11,coin,medium,79.99,30000,Whale,Canada,Android,,2024-04-09
1782,18626,2024-07-11,coin,micro,2.99,1000,Minnow,Germany,iOS,,2024-05-18
1783,22076,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-06-27
1784,24119,2024-07-11,coin,medium,79.99,30000,Minnow,Germany,iOS,,2024-06-27
1785,25872,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-05-30
1786,26224,2024-07-11,coin,medium,79.99,30000,Dolphin,Australia,iOS,,2024-06-21
1787,26707,2024-07-11,coin,medium,79.99,30000,Minnow,Other,iOS,,2024-05-31
1788,26880,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-06
1789,26880,2024-07-11,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-07-06
1790,30379,2024-07-11,coin,medium,79.99,30000,Minnow,Other,Android,,2024-06-08
1791,30688,2024-07-11,coin,large,349.99,150000,Whale,UK,Android,,2024-06-05
1792,34158,2024-07-11,coin,small,29.99,10000,Dolphin,US,iOS,,2024-05-14
1793,35442,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,,2024-06-02
1794,36229,2024-07-11,coin,small,29.99,10000,Dolphin,US,iOS,,2024-04-29
1795,37402,2024-07-11,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-07-09
1796,37584,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-05-07
1797,39624,2024-07-11,coin,large,349.99,150000,Whale,Canada,Android,Control,2024-07-05
1798,44084,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,,2024-05-14
1799,44705,2024-07-11,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-09
1800,48311,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-01
1801,49099,2024-07-11,coin,large,349.99,150000,Whale,US,iOS,,2024-05-19
1802,49246,2024-07-11,coin,medium,79.99,30000,Dolphin,US,Android,,2024-05-11
1803,49622,2024-07-11,coin,large,349.99,150000,Whale,US,Android,,2024-05-30
1804,519,2024-07-12,coin,large,349.99,150000,Whale,US,Android,,2024-05-25
1805,815,2024-07-12,coin,medium,79.99,30000,Dolphin,Germany,Android,,2024-06-26
1806,2215,2024-07-12,coin,large,349.99,150000,Whale,Canada,iOS,,2024-05-30
1807,4658,2024-07-12,coin,large,349.99,150000,Whale,Canada,Android,,2024-05-07
1808,5116,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-12
1809,7154,2024-07-12,coin,large,349.99,150000,Whale,US,Android,,2024-06-25
1810,7482,2024-07-12,coin,small,29.99,10000,Minnow,Germany,Android,,2024-05-04
1811,9029,2024-07-12,coin,large,349.99,150000,Whale,Canada,Android,Treatment,2024-07-10
1812,9029,2024-07-12,royal_token,value,99.99,2000,Whale,Canada,Android,Treatment,2024-07-10
1813,9390,2024-07-12,coin,small,29.99,10000,Minnow,US,Android,,2024-04-12
1814,12354,2024-07-12,coin,large,349.99,150000,Whale,Australia,iOS,,2024-04-06
1815,12485,2024-07-12,coin,large,349.99,150000,Whale,Other,Android,Control,2024-07-11
1816,13776,2024-07-12,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-09
1817,15045,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,,2024-04-27
1818,15386,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,,2024-05-07
1819,15519,2024-07-12,coin,micro,2.99,1000,Minnow,US,iOS,,2024-06-04
1820,17020,2024-07-12,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-30
1821,23115,2024-07-12,coin,large,349.99,150000,Whale,US,Android,,2024-04-29
1822,26942,2024-07-12,coin,large,349.99,150000,Whale,Australia,Android,,2024-05-08
1823,28877,2024-07-12,coin,large,349.99,150000,Whale,Other,Android,,2024-04-30
1824,32072,2024-07-12,coin,large,349.99,150000,Whale,Other,Android,,2024-05-21
1825,32076,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,,2024-05-21
1826,33716,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-07
1827,34761,2024-07-12,coin,medium,79.99,30000,Dolphin,US,Android,,2024-04-14
1828,34769,2024-07-12,coin,large,349.99,150000,Whale,Australia,iOS,Control,2024-07-09
1829,38567,2024-07-12,coin,large,349.99,150000,Whale,Germany,iOS,,2024-04-12
1830,38691,2024-07-12,coin,large,349.99,150000,Whale,US,Android,,2024-04-27
1831,38747,2024-07-12,coin,medium,79.99,30000,Whale,UK,iOS,,2024-06-02
1832,40074,2024-07-12,coin,large,349.99,150000,Whale,Australia,iOS,,2024-05-05
1833,40566,2024-07-12,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-25
1834,42200,2024-07-12,coin,small,29.99,10000,Minnow,US,iOS,Treatment,2024-07-05
1835,42217,2024-07-12,coin,large,349.99,150000,Dolphin,UK,iOS,,2024-06-13
1836,43926,2024-07-12,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-10
1837,43990,2024-07-12,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-18
1838,44091,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,,2024-04-15
1839,44902,2024-07-12,coin,small,29.99,10000,Minnow,Germany,iOS,,2024-05-07
1840,45517,2024-07-12,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-04
1841,46183,2024-07-12,coin,small,29.99,10000,Minnow,US,iOS,,2024-04-25
1842,46215,2024-07-12,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-08
1843,47525,2024-07-12,coin,medium,79.99,30000,Whale,US,iOS,,2024-06-24
1844,48185,2024-07-12,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-09
1845,49471,2024-07-12,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-22
1846,49510,2024-07-12,coin,medium,79.99,30000,Dolphin,US,iOS,Treatment,2024-07-01
1847,905,2024-07-13,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-10
1848,2981,2024-07-13,coin,large,349.99,150000,Whale,Germany,Android,,2024-06-29
1849,4730,2024-07-13,coin,small,29.99,10000,Minnow,Germany,Android,,2024-06-01
1850,8510,2024-07-13,coin,large,349.99,150000,Whale,US,Android,,2024-04-08
1851,9020,2024-07-13,coin,large,349.99,150000,Whale,US,iOS,,2024-05-23
1852,9164,2024-07-13,coin,small,29.99,10000,Minnow,Other,iOS,,2024-04-29
1853,14583,2024-07-13,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-03
1854,16884,2024-07-13,coin,large,349.99,150000,Dolphin,Australia,iOS,,2024-04-24
1855,22805,2024-07-13,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-25
1856,25096,2024-07-13,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-05
1857,26019,2024-07-13,coin,medium,79.99,30000,Whale,Canada,iOS,,2024-04-05
1858,28100,2024-07-13,coin,large,349.99,150000,Whale,UK,Android,,2024-05-29
1859,30505,2024-07-13,coin,medium,79.99,30000,Whale,UK,Android,,2024-06-07
1860,35388,2024-07-13,coin,large,349.99,150000,Dolphin,Germany,iOS,,2024-06-12
1861,36089,2024-07-13,coin,medium,79.99,30000,Dolphin,Other,iOS,,2024-04-20
1862,36111,2024-07-13,coin,medium,79.99,30000,Whale,US,Android,,2024-05-31
1863,38346,2024-07-13,coin,medium,79.99,30000,Minnow,US,iOS,,2024-06-10
1864,38656,2024-07-13,coin,micro,2.99,1000,Minnow,Other,Android,,2024-05-04
1865,39873,2024-07-13,coin,medium,79.99,30000,Whale,UK,iOS,,2024-06-24
1866,40074,2024-07-13,coin,large,349.99,150000,Whale,Australia,iOS,,2024-05-05
1867,40785,2024-07-13,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-04-22
