player_id,install_date,install_month,spend_segment,market,platform,experiment_group,total_revenue,total_sessions,total_spins,first_purchase_date,last_session_date
16405,2024-05-25,2024-05,Minnow,US,iOS,,0,11,204,,2024-06-27
16406,2024-08-25,2024-08,Minnow,Other,Android,Control,0,14,320,,2024-09-21
16407,2024-05-17,2024-05,Minnow,UK,Android,,0,25,495,,2024-08-24
16408,2024-06-17,2024-06,Minnow,US,Android,,0,31,633,,2024-09-22
16409,2024-07-26,2024-07,Dolphin,Australia,iOS,Treatment,119.98,46,2339,2024-08-01,2024-09-28
16410,2024-08-15,2024-08,Whale,Australia,iOS,Control,699.98,78,11656,2024-08-30,2024-09-27
16411,2024-06-17,2024-06,Minnow,US,Android,,0,22,444,,2024-08-30
16412,2024-05-29,2024-05,Minnow,Australia,Android,,0,27,537,,2024-08-30
16413,2024-08-27,2024-08,Minnow,UK,iOS,Control,0,8,196,,2024-09-26
16414,2024-06-13,2024-06,Minnow,US,Android,,0,18,387,,2024-09-28
16415,2024-09-01,2024-09,Minnow,US,iOS,Control,0,5,90,,2024-09-10
16416,2024-04-19,2024-04,Minnow,Australia,Android,,0,26,506,,2024-07-21
16417,2024-09-08,2024-09,Dolphin,US,Android,Control,0,16,911,,2024-09-28
16418,2024-04-27,2024-04,Minnow,US,Android,,0,14,261,,2024-06-04
16419,2024-07-16,2024-07,Minnow,US,iOS,Treatment,0,13,256,,2024-09-11
16420,2024-09-17,2024-09,Minnow,Australia,iOS,Treatment,0,1,21,,2024-09-26
16421,2024-09-11,2024-09,Minnow,Canada,iOS,Control,0,0,0,,
16422,2024-09-28,2024-09,Dolphin,US,iOS,Control,0,0,0,,
16423,2024-04-10,2024-04,Minnow,UK,iOS,,0,23,453,,2024-07-19
16424,2024-08-20,2024-08,Minnow,UK,iOS,Treatment,0,6,129,,2024-09-24
16425,2024-06-25,2024-06,Minnow,US,iOS,,0,27,561,,2024-09-28
16426,2024-08-18,2024-08,Minnow,Germany,iOS,Treatment,0,1,10,,2024-08-25
16427,2024-05-24,2024-05,Minnow,US,Android,,0,30,615,,2024-09-26
16428,2024-09-05,2024-09,Minnow,Other,Android,Treatment,0,5,98,,2024-09-17
16429,2024-04-17,2024-04,Minnow,Germany,iOS,,0,4,59,,2024-05-06
16430,2024-07-26,2024-07,Minnow,Australia,iOS,Control,0,17,343,,2024-09-28
16431,2024-07-21,2024-07,Minnow,US,iOS,Treatment,0,2,37,,2024-07-27
16432,2024-04-01,2024-04,Minnow,US,iOS,,0,9,209,,2024-05-01
16433,2024-04-08,2024-04,Minnow,US,iOS,,0,4,78,,2024-04-26
16434,2024-04-09,2024-04,Minnow,Australia,Android,,0,4,65,,2024-05-02
16435,2024-09-08,2024-09,Minnow,US,iOS,Control,0,6,123,,2024-09-24
16436,2024-06-09,2024-06,Minnow,Canada,Android,,0,28,566,,2024-09-27
16437,2024-06-05,2024-06,Whale,US,Android,,349.99,204,28430,2024-09-21,2024-09-28
16438,2024-07-11,2024-07,Minnow,Other,iOS,Treatment,0,13,261,,2024-09-26
16439,2024-08-19,2024-08,Minnow,US,iOS,Treatment,0,8,152,,2024-09-27
16440,2024-05-11,2024-05,Minnow,Australia,Android,,0,40,799,,2024-09-27
16441,2024-08-10,2024-08,Dolphin,US,iOS,Treatment,0,39,2147,,2024-09-28
16442,2024-09-01,2024-09,Minnow,UK,iOS,Treatment,29.99,7,162,2024-09-19,2024-09-26
16443,2024-09-24,2024-09,Minnow,US,iOS,Control,0,1,30,,2024-09-27
16444,2024-07-28,2024-07,Minnow,US,iOS,Treatment,0,11,247,,2024-09-25
16445,2024-08-08,2024-08,Minnow,US,iOS,Treatment,0,12,181,,2024-09-28
16446,2024-08-11,2024-08,Minnow,US,iOS,Control,0,14,253,,2024-09-23
16447,2024-09-26,2024-09,Minnow,US,iOS,Treatment,0,1,23,,2024-09-28
16448,2024-04-11,2024-04,Dolphin,UK,Android,,0,101,5430,,2024-09-27
16449,2024-07-24,2024-07,Minnow,Other,iOS,Control,29.99,18,333,2024-09-13,2024-09-24
16450,2024-04-27,2024-04,Minnow,US,iOS,,0,44,884,,2024-09-27
16451,2024-06-28,2024-06,Minnow,US,Android,,0,13,256,,2024-08-07
16452,2024-08-05,2024-08,Minnow,US,iOS,Control,0,7,118,,2024-09-02
16453,2024-04-12,2024-04,Minnow,US,Android,,0,1,11,,2024-04-13
16454,2024-09-27,2024-09,Minnow,US,Android,Control,0,0,0,,
16455,2024-08-01,2024-08,Minnow,Canada,iOS,Treatment,0,13,283,,2024-09-24
16456,2024-07-24,2024-07,Minnow,UK,iOS,Control,0,9,187,,2024-09-06
16457,2024-08-19,2024-08,Minnow,Other,iOS,Control,0,12,224,,2024-09-22
16458,2024-06-12,2024-06,Minnow,US,iOS,,0,22,406,,2024-08-17
16459,2024-06-30,2024-06,Minnow,Canada,iOS,,0,5,89,,2024-07-19
16460,2024-08-27,2024-08,Minnow,Canada,iOS,Control,0,7,146,,2024-09-25
16461,2024-07-25,2024-07,Minnow,Canada,iOS,Treatment,0,20,398,,2024-09-28
16462,2024-05-09,2024-05,Minnow,US,Android,,0,4,63,,2024-05-14
16463,2024-07-23,2024-07,Minnow,US,Android,Control,0,7,122,,2024-08-19
16464,2024-05-02,2024-05,Minnow,Canada,iOS,,0,1,17,,2024-05-03
16465,2024-05-27,2024-05,Minnow,Other,iOS,,0,11,194,,2024-07-09
16466,2024-05-20,2024-05,Minnow,UK,Android,,0,39,797,,2024-09-25
16467,2024-04-02,2024-04,Minnow,US,Android,,0,13,237,,2024-05-17
16468,2024-07-31,2024-07,Minnow,US,Android,Treatment,0,16,328,,2024-09-26
16469,2024-09-06,2024-09,Minnow,Other,iOS,Control,0,6,123,,2024-09-28
16470,2024-09-05,2024-09,Dolphin,Canada,iOS,Control,0,18,944,,2024-09-28
16471,2024-08-23,2024-08,Minnow,Other,iOS,Treatment,0,3,35,,2024-09-02
16472,2024-06-08,2024-06,Minnow,Canada,iOS,,0,2,36,,2024-06-10
16473,2024-06-05,2024-06,Minnow,US,Android,,0,4,94,,2024-06-09
16474,2024-06-14,2024-06,Minnow,Australia,Android,,0,4,81,,2024-06-22
16475,2024-07-15,2024-07,Minnow,US,Android,Control,0,19,389,,2024-09-28
16476,2024-07-20,2024-07,Dolphin,Canada,iOS,Treatment,9.99,50,2694,2024-08-27,2024-09-28
16477,2024-07-07,2024-07,Minnow,Canada,iOS,Treatment,0,26,574,,2024-09-28
16478,2024-09-04,2024-09,Minnow,UK,iOS,Control,0,3,61,,2024-09-23
16479,2024-06-17,2024-06,Minnow,Canada,Android,,0,16,341,,2024-09-28
16480,2024-09-25,2024-09,Minnow,US,Android,Control,0,2,32,,2024-09-28
16481,2024-05-02,2024-05,Minnow,US,iOS,,0,41,760,,2024-09-25
16482,2024-09-27,2024-09,Minnow,Germany,iOS,Treatment,0,0,0,,
16483,2024-06-19,2024-06,Minnow,US,Android,,0,15,321,,2024-08-20
16484,2024-04-19,2024-04,Minnow,US,Android,,0,33,636,,2024-09-25
16485,2024-08-27,2024-08,Minnow,US,Android,Treatment,0,0,0,,
16486,2024-05-22,2024-05,Minnow,Other,Android,,0,3,49,,2024-06-08
16487,2024-05-21,2024-05,Minnow,US,iOS,,0,19,403,,2024-09-14
16488,2024-08-12,2024-08,Dolphin,Other,Android,Control,0,27,1399,,2024-09-27
16489,2024-04-18,2024-04,Dolphin,US,Android,,0,91,4879,,2024-09-28
16490,2024-08-13,2024-08,Minnow,Other,Android,Control,0,17,349,,2024-09-24
16491,2024-04-16,2024-04,Minnow,Other,Android,,0,21,422,,2024-07-29
16492,2024-05-01,2024-05,Minnow,US,iOS,,0,3,76,,2024-05-07
16493,2024-04-19,2024-04,Minnow,US,iOS,,0,8,141,,2024-05-08
16494,2024-04-02,2024-04,Minnow,US,iOS,,0,6,133,,2024-04-19
16495,2024-04-17,2024-04,Minnow,UK,Android,,0,11,197,,2024-05-23
16496,2024-07-29,2024-07,Minnow,US,Android,Treatment,0,7,132,,2024-08-14
16497,2024-07-08,2024-07,Minnow,US,iOS,Control,0,8,144,,2024-08-06
16498,2024-05-14,2024-05,Minnow,Germany,iOS,,0,3,50,,2024-05-24
16499,2024-05-01,2024-05,Minnow,US,iOS,,0,2,33,,2024-05-11
16500,2024-04-06,2024-04,Minnow,UK,Android,,2.99,19,355,2024-04-07,2024-06-24
16501,2024-04-09,2024-04,Minnow,Canada,Android,,0,0,0,,
16502,2024-05-29,2024-05,Dolphin,Other,Android,,0,75,4309,,2024-09-26
16503,2024-07-03,2024-07,Minnow,US,Android,Treatment,0,16,300,,2024-09-19
16504,2024-08-18,2024-08,Dolphin,US,Android,Treatment,29.99,31,1702,2024-09-19,2024-09-27
16505,2024-09-02,2024-09,Minnow,UK,iOS,Control,0,7,129,,2024-09-25
16506,2024-04-18,2024-04,Minnow,US,iOS,,0,2,38,,2024-04-23
16507,2024-07-27,2024-07,Minnow,US,Android,Control,0,0,0,,
16508,2024-06-30,2024-06,Minnow,UK,iOS,,0,0,0,,
16509,2024-06-06,2024-06,Minnow,US,iOS,,0,12,210,,2024-07-23
16510,2024-07-13,2024-07,Minnow,US,iOS,Control,0,25,487,,2024-09-22
16511,2024-09-01,2024-09,Minnow,US,Android,Control,0,6,152,,2024-09-27
16512,2024-07-23,2024-07,Minnow,Other,iOS,Control,0,1,28,,2024-07-26
16513,2024-09-23,2024-09,Minnow,US,iOS,Control,0,1,14,,2024-09-28
16514,2024-06-07,2024-06,Minnow,US,iOS,,0,26,516,,2024-09-26
16515,2024-07-01,2024-07,Whale,US,iOS,Control,1479.95,137,19050,2024-08-08,2024-09-28
16516,2024-05-31,2024-05,Minnow,US,iOS,,79.99,22,423,2024-08-29,2024-09-12
16517,2024-06-21,2024-06,Minnow,Germany,iOS,,0,23,458,,2024-09-23
16518,2024-04-06,2024-04,Minnow,Other,iOS,,0,17,352,,2024-06-17
16519,2024-04-01,2024-04,Minnow,Germany,iOS,,0,16,312,,2024-05-22
16520,2024-09-09,2024-09,Minnow,US,Android,Control,0,4,59,,2024-09-28
16521,2024-08-28,2024-08,Minnow,US,Android,Control,0,7,169,,2024-09-27
16522,2024-06-07,2024-06,Dolphin,Other,iOS,,0,34,1767,,2024-07-31
16523,2024-09-19,2024-09,Minnow,US,iOS,Treatment,0,3,83,,2024-09-28
16524,2024-06-15,2024-06,Minnow,US,Android,,0,13,245,,2024-07-24
16525,2024-09-23,2024-09,Minnow,US,iOS,Control,0,2,37,,2024-09-26
16526,2024-06-09,2024-06,Minnow,Australia,iOS,,0,27,602,,2024-09-15
16527,2024-04-28,2024-04,Minnow,Australia,iOS,,0,8,175,,2024-05-21
16528,2024-08-12,2024-08,Dolphin,US,iOS,Treatment,0,30,1612,,2024-09-25
16529,2024-08-20,2024-08,Minnow,US,iOS,Treatment,0,11,233,,2024-09-24
16530,2024-06-05,2024-06,Minnow,UK,Android,,0,6,155,,2024-07-01
16531,2024-07-17,2024-07,Minnow,US,Android,Treatment,9.99,14,303,2024-08-17,2024-09-23
16532,2024-04-08,2024-04,Minnow,US,Android,,0,1,22,,2024-04-09
16533,2024-04-04,2024-04,Minnow,US,iOS,,0,49,1022,,2024-09-24
16534,2024-08-26,2024-08,Minnow,UK,Android,Control,0,6,92,,2024-09-26
16535,2024-07-22,2024-07,Whale,US,iOS,Control,1209.95,135,18558,2024-07-22,2024-09-28
16536,2024-08-11,2024-08,Minnow,US,Android,Treatment,0,9,191,,2024-09-28
16537,2024-06-02,2024-06,Minnow,US,iOS,,0,14,317,,2024-07-24
16538,2024-05-17,2024-05,Minnow,Other,iOS,,0,10,199,,2024-06-24
16539,2024-06-24,2024-06,Minnow,US,Android,,0,4,98,,2024-07-14
16540,2024-09-11,2024-09,Minnow,Germany,iOS,Control,0,2,51,,2024-09-27
16541,2024-09-18,2024-09,Minnow,US,iOS,Control,0,3,47,,2024-09-22
16542,2024-07-08,2024-07,Minnow,Other,Android,Control,0,3,63,,2024-07-17
16543,2024-08-23,2024-08,Minnow,Other,Android,Treatment,0,4,67,,2024-09-18
16544,2024-05-19,2024-05,Minnow,US,Android,,0,4,102,,2024-06-01
16545,2024-05-27,2024-05,Minnow,Canada,iOS,,0,14,262,,2024-07-28
16546,2024-07-14,2024-07,Minnow,UK,iOS,Treatment,0,17,306,,2024-09-25
16547,2024-09-02,2024-09,Minnow,US,Android,Treatment,0,6,116,,2024-09-24
16548,2024-07-23,2024-07,Minnow,US,iOS,Control,0,20,416,,2024-09-18
16549,2024-08-11,2024-08,Whale,Canada,Android,Control,1209.95,93,13472,2024-08-31,2024-09-28
16550,2024-09-16,2024-09,Dolphin,US,Android,Treatment,29.99,8,419,2024-09-23,2024-09-26
16551,2024-06-15,2024-06,Minnow,UK,iOS,,0,29,624,,2024-09-28
16552,2024-06-23,2024-06,Minnow,UK,Android,,0,3,71,,2024-06-30
16553,2024-09-16,2024-09,Minnow,US,Android,Control,0,2,47,,2024-09-27
16554,2024-09-07,2024-09,Minnow,US,Android,Control,0,7,156,,2024-09-24
16555,2024-08-01,2024-08,Minnow,US,iOS,Treatment,0,17,357,,2024-09-27
16556,2024-04-17,2024-04,Minnow,US,Android,,0,52,1046,,2024-09-26
16557,2024-08-10,2024-08,Minnow,Germany,Android,Control,0,7,162,,2024-09-20
16558,2024-08-07,2024-08,Minnow,Canada,Android,Treatment,0,2,34,,2024-08-15
16559,2024-08-04,2024-08,Minnow,Other,Android,Treatment,0,7,141,,2024-09-01
16560,2024-07-01,2024-07,Minnow,US,Android,Treatment,0,20,383,,2024-09-28
16561,2024-06-30,2024-06,Minnow,US,Android,,0,32,581,,2024-09-22
16562,2024-08-22,2024-08,Minnow,US,Android,Treatment,0,6,151,,2024-09-24
16563,2024-06-13,2024-06,Minnow,Other,iOS,,0,20,426,,2024-09-02
16564,2024-04-27,2024-04,Minnow,Other,Android,,0,5,92,,2024-05-12
16565,2024-09-04,2024-09,Minnow,US,iOS,Treatment,0,4,90,,2024-09-18
16566,2024-06-11,2024-06,Minnow,Other,iOS,,0,27,538,,2024-09-24
16567,2024-07-08,2024-07,Minnow,US,iOS,Control,0,15,269,,2024-09-15
16568,2024-07-03,2024-07,Minnow,US,Android,Treatment,0,1,21,,2024-07-05
16569,2024-06-27,2024-06,Minnow,Other,iOS,,0,6,94,,2024-07-12
16570,2024-08-21,2024-08,Minnow,Germany,iOS,Control,0,5,89,,2024-09-05
16571,2024-05-23,2024-05,Minnow,US,Android,,0,5,81,,2024-06-04
16572,2024-05-11,2024-05,Minnow,Germany,Android,,0,9,158,,2024-06-26
16573,2024-04-14,2024-04,Minnow,US,Android,,0,30,641,,2024-09-05
16574,2024-08-11,2024-08,Minnow,US,Android,Control,0,13,265,,2024-09-23
16575,2024-06-22,2024-06,Minnow,UK,Android,,0,21,398,,2024-09-25
16576,2024-05-08,2024-05,Dolphin,US,Android,,0,93,4946,,2024-09-26
16577,2024-05-01,2024-05,Minnow,UK,iOS,,0,21,394,,2024-08-16
16578,2024-07-31,2024-07,Dolphin,Other,iOS,Control,0,30,1739,,2024-09-27
16579,2024-08-06,2024-08,Minnow,UK,iOS,Control,0,12,200,,2024-09-19
16580,2024-04-14,2024-04,Minnow,UK,iOS,,0,19,373,,2024-06-21
16581,2024-04-04,2024-04,Minnow,Germany,Android,,0,32,618,,2024-08-12
16582,2024-05-17,2024-05,Minnow,US,iOS,,0,3,65,,2024-06-02
16583,2024-08-29,2024-08,Minnow,Other,iOS,Treatment,0,10,183,,2024-09-28
16584,2024-06-24,2024-06,Minnow,Australia,Android,,0,21,494,,2024-09-27
16585,2024-04-28,2024-04,Minnow,Australia,iOS,,0,43,938,,2024-09-28
16586,2024-05-11,2024-05,Minnow,US,Android,,0,22,455,,2024-08-08
16587,2024-07-11,2024-07,Minnow,Germany,Android,Treatment,0,3,67,,2024-07-18
16588,2024-09-20,2024-09,Minnow,US,iOS,Control,0,2,32,,2024-09-23
16589,2024-08-09,2024-08,Minnow,Other,Android,Control,0,5,124,,2024-08-19
16590,2024-08-26,2024-08,Minnow,US,Android,Treatment,0,6,111,,2024-09-26
16591,2024-09-13,2024-09,Minnow,UK,Android,Control,0,3,68,,2024-09-25
16592,2024-07-12,2024-07,Minnow,US,iOS,Treatment,0,21,377,,2024-09-28
16593,2024-04-17,2024-04,Minnow,UK,iOS,,0,9,159,,2024-06-06
16594,2024-05-08,2024-05,Minnow,Canada,iOS,,0,30,596,,2024-09-28
16595,2024-08-08,2024-08,Minnow,US,Android,Treatment,0,14,302,,2024-09-28
16596,2024-04-11,2024-04,Minnow,UK,iOS,,0,44,900,,2024-09-27
16597,2024-09-24,2024-09,Minnow,US,iOS,Control,0,0,0,,
16598,2024-05-20,2024-05,Minnow,Germany,iOS,,0,14,258,,2024-07-11
16599,2024-04-08,2024-04,Dolphin,Germany,iOS,,349.99,122,6672,2024-07-18,2024-09-28
16600,2024-09-16,2024-09,Minnow,Australia,iOS,Treatment,0,2,56,,2024-09-20
16601,2024-08-21,2024-08,Dolphin,Germany,Android,Control,0,34,1855,,2024-09-28
16602,2024-06-13,2024-06,Minnow,US,iOS,,0,20,402,,2024-09-28
16603,2024-08-26,2024-08,Dolphin,UK,Android,Treatment,0,18,922,,2024-09-28
16604,2024-08-08,2024-08,Minnow,UK,Android,Control,0,14,264,,2024-09-28
16605,2024-05-10,2024-05,Dolphin,Canada,Android,,0,84,4622,,2024-09-24
16606,2024-06-01,2024-06,Minnow,Other,Android,,0,11,223,,2024-07-15
16607,2024-07-02,2024-07,Minnow,Canada,iOS,Control,0,18,402,,2024-09-25
16608,2024-09-05,2024-09,Minnow,US,iOS,Control,0,7,138,,2024-09-24
16609,2024-08-31,2024-08,Minnow,US,iOS,Control,0,9,172,,2024-09-27
16610,2024-07-17,2024-07,Minnow,Other,Android,Treatment,0,2,35,,2024-07-21
16611,2024-09-15,2024-09,Minnow,US,iOS,Treatment,0,1,28,,2024-09-19
16612,2024-09-14,2024-09,Minnow,US,iOS,Treatment,0,3,71,,2024-09-26
16613,2024-08-12,2024-08,Minnow,US,iOS,Treatment,0,3,61,,2024-09-09
16614,2024-08-02,2024-08,Minnow,UK,iOS,Treatment,0,11,207,,2024-09-24
16615,2024-09-02,2024-09,Minnow,UK,Android,Control,0,4,69,,2024-09-20
16616,2024-06-23,2024-06,Minnow,Other,iOS,,0,28,585,,2024-09-28
16617,2024-04-20,2024-04,Minnow,Canada,iOS,,0,17,345,,2024-07-04
16618,2024-05-10,2024-05,Dolphin,US,Android,,0,86,4826,,2024-09-28
16619,2024-04-29,2024-04,Whale,Other,Android,,1829.94,250,34464,2024-05-11,2024-09-28
16620,2024-07-15,2024-07,Minnow,US,Android,Treatment,0,18,365,,2024-09-24
16621,2024-08-22,2024-08,Dolphin,US,Android,Treatment,0,25,1437,,2024-09-27
16622,2024-05-14,2024-05,Minnow,US,iOS,,0,24,437,,2024-08-05
16623,2024-07-30,2024-07,Minnow,Germany,iOS,Control,0,5,97,,2024-08-13
16624,2024-04-25,2024-04,Whale,US,Android,,729.97,259,35328,2024-07-06,2024-09-28
16625,2024-06-19,2024-06,Minnow,US,Android,,0,16,320,,2024-08-28
16626,2024-06-25,2024-06,Minnow,US,iOS,,0,10,195,,2024-08-06
16627,2024-04-12,2024-04,Minnow,UK,iOS,,0,12,254,,2024-05-23
16628,2024-06-09,2024-06,Minnow,Germany,Android,,0,2,53,,2024-06-20
16629,2024-07-11,2024-07,Minnow,Germany,iOS,Treatment,0,13,263,,2024-09-12
16630,2024-07-05,2024-07,Dolphin,US,iOS,Control,0,51,2751,,2024-09-28
16631,2024-07-17,2024-07,Minnow,US,iOS,Control,0,9,163,,2024-08-17
16632,2024-07-28,2024-07,Minnow,Canada,Android,Control,0,17,274,,2024-09-28
16633,2024-08-24,2024-08,Minnow,US,Android,Control,0,8,185,,2024-09-26
16634,2024-09-24,2024-09,Minnow,US,iOS,Control,0,0,0,,
16635,2024-08-15,2024-08,Minnow,US,iOS,Control,0,15,288,,2024-09-28
16636,2024-09-07,2024-09,Minnow,US,Android,Treatment,0,6,130,,2024-09-27
16637,2024-07-26,2024-07,Minnow,US,iOS,Control,0,8,160,,2024-08-20
16638,2024-08-12,2024-08,Minnow,US,iOS,Control,0,8,176,,2024-09-03
16639,2024-05-23,2024-05,Whale,UK,Android,,79.99,217,30499,2024-08-04,2024-09-27
16640,2024-09-25,2024-09,Minnow,US,Android,Treatment,0,1,13,,2024-09-28
16641,2024-09-22,2024-09,Minnow,Australia,Android,Treatment,0,1,26,,2024-09-27
16642,2024-07-08,2024-07,Minnow,US,Android,Control,0,6,124,,2024-07-24
16643,2024-06-08,2024-06,Minnow,Australia,Android,,0,29,562,,2024-09-27
16644,2024-08-07,2024-08,Minnow,Australia,iOS,Treatment,0,2,32,,2024-08-13
16645,2024-05-30,2024-05,Minnow,Other,iOS,,0,33,682,,2024-09-27
16646,2024-09-14,2024-09,Minnow,US,iOS,Control,0,4,68,,2024-09-21
16647,2024-07-24,2024-07,Minnow,US,Android,Control,0,19,377,,2024-09-26
16648,2024-07-23,2024-07,Minnow,US,iOS,Control,0,1,21,,2024-07-23
16649,2024-04-19,2024-04,Minnow,UK,iOS,,0,1,29,,2024-04-20
16650,2024-08-31,2024-08,Minnow,US,Android,Treatment,0,7,145,,2024-09-28
16651,2024-06-04,2024-06,Minnow,US,iOS,,0,14,265,,2024-08-02
16652,2024-09-17,2024-09,Minnow,US,iOS,Control,0,1,14,,2024-09-18
16653,2024-09-02,2024-09,Minnow,Germany,Android,Control,0,7,122,,2024-09-28
16654,2024-06-22,2024-06,Minnow,US,Android,,0,6,126,,2024-07-08
16655,2024-05-29,2024-05,Minnow,Other,iOS,,0,29,510,,2024-08-21
16656,2024-06-20,2024-06,Minnow,UK,iOS,,0,4,104,,2024-06-29
16657,2024-08-12,2024-08,Dolphin,UK,iOS,Treatment,0,31,1787,,2024-09-27
16658,2024-05-19,2024-05,Minnow,Other,Android,,0,36,707,,2024-09-28
16659,2024-05-22,2024-05,Minnow,Germany,iOS,,0,32,610,,2024-09-27
16660,2024-09-26,2024-09,Minnow,US,iOS,Treatment,0,1,22,,2024-09-27
16661,2024-08-29,2024-08,Minnow,UK,iOS,Control,0,2,44,,2024-09-01
16662,2024-06-12,2024-06,Dolphin,Australia,Android,,0,16,953,,2024-07-06
16663,2024-07-02,2024-07,Minnow,US,Android,Treatment,0,13,272,,2024-08-29
16664,2024-07-06,2024-07,Minnow,US,iOS,Treatment,0,4,80,,2024-07-24
16665,2024-04-05,2024-04,Minnow,Other,iOS,,0,23,420,,2024-06-05
16666,2024-04-27,2024-04,Minnow,Other,Android,,0,13,280,,2024-06-21
16667,2024-09-07,2024-09,Minnow,Canada,iOS,Treatment,0,8,146,,2024-09-27
16668,2024-09-22,2024-09,Minnow,Australia,iOS,Control,0,1,20,,2024-09-26
16669,2024-07-16,2024-07,Minnow,Canada,iOS,Control,0,18,335,,2024-09-27
16670,2024-09-04,2024-09,Dolphin,US,iOS,Treatment,0,16,817,,2024-09-28
16671,2024-05-02,2024-05,Dolphin,US,iOS,,0,99,5421,,2024-09-28
16672,2024-05-21,2024-05,Minnow,US,Android,,0,15,284,,2024-06-30
16673,2024-05-22,2024-05,Minnow,US,Android,,0,33,634,,2024-09-20
16674,2024-09-25,2024-09,Minnow,Other,iOS,Control,0,2,27,,2024-09-26
16675,2024-07-29,2024-07,Minnow,Other,Android,Control,0,9,182,,2024-08-18
16676,2024-09-19,2024-09,Whale,UK,iOS,Control,0,15,1992,,2024-09-28
16677,2024-04-28,2024-04,Minnow,US,Android,,0,4,75,,2024-05-12
16678,2024-09-22,2024-09,Minnow,US,Android,Control,0,3,45,,2024-09-28
16679,2024-06-13,2024-06,Minnow,US,iOS,,0,14,316,,2024-08-05
16680,2024-07-21,2024-07,Minnow,Germany,Android,Control,0,1,25,,2024-07-21
16681,2024-06-29,2024-06,Minnow,US,iOS,,0,8,171,,2024-08-01
16682,2024-07-19,2024-07,Minnow,Germany,iOS,Control,0,7,139,,2024-08-30
16683,2024-08-03,2024-08,Minnow,UK,iOS,Treatment,0,11,240,,2024-09-24
16684,2024-04-13,2024-04,Minnow,US,Android,,0,15,285,,2024-06-07
16685,2024-07-17,2024-07,Minnow,Other,Android,Control,0,12,221,,2024-08-25
16686,2024-08-21,2024-08,Whale,US,iOS,Treatment,419.97,62,8552,2024-08-30,2024-09-28
16687,2024-04-06,2024-04,Minnow,US,iOS,,0,13,292,,2024-05-19
16688,2024-08-04,2024-08,Minnow,UK,iOS,Treatment,0,4,89,,2024-08-11
16689,2024-08-12,2024-08,Minnow,Germany,iOS,Treatment,0,13,252,,2024-09-28
16690,2024-04-27,2024-04,Minnow,UK,iOS,,0,21,451,,2024-07-13
16691,2024-05-29,2024-05,Minnow,Germany,Android,,0,33,614,,2024-09-23
16692,2024-09-19,2024-09,Minnow,US,Android,Treatment,0,3,57,,2024-09-26
16693,2024-07-12,2024-07,Minnow,Canada,Android,Control,0,20,398,,2024-09-26
16694,2024-09-01,2024-09,Minnow,Canada,iOS,Control,0,4,69,,2024-09-11
16695,2024-06-15,2024-06,Minnow,UK,iOS,,0,26,520,,2024-09-28
16696,2024-04-26,2024-04,Minnow,Germany,iOS,,0,25,474,,2024-08-02
16697,2024-07-03,2024-07,Dolphin,Australia,iOS,Control,0,56,3283,,2024-09-27
16698,2024-04-28,2024-04,Minnow,Other,Android,,0,41,865,,2024-09-28
16699,2024-07-23,2024-07,Minnow,UK,iOS,Treatment,0,18,353,,2024-09-28
16700,2024-05-10,2024-05,Minnow,UK,iOS,,0,21,445,,2024-08-07
16701,2024-06-23,2024-06,Minnow,Germany,iOS,,0,22,451,,2024-09-24
16702,2024-09-16,2024-09,Minnow,Other,iOS,Treatment,0,3,38,,2024-09-28
16703,2024-04-15,2024-04,Minnow,Canada,Android,,0,1,29,,2024-04-17
16704,2024-07-06,2024-07,Minnow,US,iOS,Control,0,19,370,,2024-09-28
16705,2024-09-05,2024-09,Minnow,US,Android,Treatment,0,4,77,,2024-09-25
16706,2024-07-19,2024-07,Minnow,US,Android,Control,0,11,235,,2024-08-17
16707,2024-04-19,2024-04,Minnow,Germany,Android,,0,27,555,,2024-07-28
16708,2024-05-06,2024-05,Minnow,Australia,Android,,0,12,249,,2024-06-25
16709,2024-06-21,2024-06,Minnow,US,iOS,,0,3,52,,2024-06-26
16710,2024-07-31,2024-07,Minnow,US,Android,Control,0,4,68,,2024-08-04
16711,2024-08-10,2024-08,Minnow,US,iOS,Control,0,13,273,,2024-09-27
16712,2024-08-18,2024-08,Minnow,Other,Android,Control,0,7,134,,2024-09-06
16713,2024-05-23,2024-05,Minnow,Canada,iOS,,0,34,646,,2024-09-27
16714,2024-08-03,2024-08,Minnow,Canada,iOS,Control,0,13,267,,2024-09-19
16715,2024-04-16,2024-04,Dolphin,US,Android,,0,113,6307,,2024-09-28
16716,2024-07-30,2024-07,Minnow,US,iOS,Control,0,9,180,,2024-09-08
16717,2024-05-07,2024-05,Minnow,UK,iOS,,0,10,213,,2024-06-09
16718,2024-06-24,2024-06,Minnow,Canada,iOS,,0,1,10,,2024-06-24
16719,2024-07-28,2024-07,Whale,Germany,iOS,Treatment,739.97,112,15867,2024-08-21,2024-09-28
16720,2024-06-18,2024-06,Minnow,US,iOS,,0,8,180,,2024-07-07
16721,2024-08-24,2024-08,Minnow,Australia,iOS,Control,0,10,211,,2024-09-25
16722,2024-07-01,2024-07,Minnow,Australia,Android,Control,0,15,251,,2024-09-24
16723,2024-08-26,2024-08,Minnow,Canada,iOS,Treatment,0,5,96,,2024-09-10
16724,2024-04-24,2024-04,Minnow,Canada,iOS,,0,18,401,,2024-07-26
16725,2024-05-24,2024-05,Minnow,Australia,iOS,,0,18,330,,2024-08-31
